date,serial_number,model,capacity_bytes,failure,datacenter,cluster_id,vault_id,pod_id,pod_slot_num,is_legacy_format,smart_1_normalized,smart_1_raw,smart_2_normalized,smart_2_raw,smart_3_normalized,smart_3_raw,smart_4_normalized,smart_4_raw,smart_5_normalized,smart_5_raw,smart_7_normalized,smart_7_raw,smart_8_normalized,smart_8_raw,smart_9_normalized,smart_9_raw,smart_10_normalized,smart_10_raw,smart_11_normalized,smart_11_raw,smart_12_normalized,smart_12_raw,smart_13_normalized,smart_13_raw,smart_15_normalized,smart_15_raw,smart_16_normalized,smart_16_raw,smart_17_normalized,smart_17_raw,smart_18_normalized,smart_18_raw,smart_22_normalized,smart_22_raw,smart_23_normalized,smart_23_raw,smart_24_normalized,smart_24_raw,smart_27_normalized,smart_27_raw,smart_71_normalized,smart_71_raw,smart_82_normalized,smart_82_raw,smart_90_normalized,smart_90_raw,smart_160_normalized,smart_160_raw,smart_161_normalized,smart_161_raw,smart_163_normalized,smart_163_raw,smart_164_normalized,smart_164_raw,smart_165_normalized,smart_165_raw,smart_166_normalized,smart_166_raw,smart_167_normalized,smart_167_raw,smart_168_normalized,smart_168_raw,smart_169_normalized,smart_169_raw,smart_170_normalized,smart_170_raw,smart_171_normalized,smart_171_raw,smart_172_normalized,smart_172_raw,smart_173_normalized,smart_173_raw,smart_174_normalized,smart_174_raw,smart_175_normalized,smart_175_raw,smart_176_normalized,smart_176_raw,smart_177_normalized,smart_177_raw,smart_178_normalized,smart_178_raw,smart_179_normalized,smart_179_raw,smart_180_normalized,smart_180_raw,smart_181_normalized,smart_181_raw,smart_182_normalized,smart_182_raw,smart_183_normalized,smart_183_raw,smart_184_normalized,smart_184_raw,smart_187_normalized,smart_187_raw,smart_188_normalized,smart_188_raw,smart_189_normalized,smart_189_raw,smart_190_normalized,smart_190_raw,smart_191_normalized,smart_191_raw,smart_192_normalized,smart_192_raw,smart_193_normalized,smart_193_raw,smart_194_normalized,smart_194_raw,smart_195_normalized,smart_195_raw,smart_196_normalized,smart_196_raw,smart_197_normalized,smart_197_raw,smart_198_normalized,smart_198_raw,smart_199_normalized,smart_199_raw,smart_200_normalized,smart_200_raw,smart_201_normalized,smart_201_raw,smart_202_normalized,smart_202_raw,smart_206_normalized,smart_206_raw,smart_210_normalized,smart_210_raw,smart_211_normalized,smart_211_raw,smart_212_normalized,smart_212_raw,smart_218_normalized,smart_218_raw,smart_220_normalized,smart_220_raw,smart_222_normalized,smart_222_raw,smart_223_normalized,smart_223_raw,smart_224_normalized,smart_224_raw,smart_225_normalized,smart_225_raw,smart_226_normalized,smart_226_raw,smart_230_normalized,smart_230_raw,smart_231_normalized,smart_231_raw,smart_232_normalized,smart_232_raw,smart_233_normalized,smart_233_raw,smart_234_normalized,smart_234_raw,smart_235_normalized,smart_235_raw,smart_240_normalized,smart_240_raw,smart_241_normalized,smart_241_raw,smart_242_normalized,smart_242_raw,smart_244_normalized,smart_244_raw,smart_245_normalized,smart_245_raw,smart_246_normalized,smart_246_raw,smart_247_normalized,smart_247_raw,smart_248_normalized,smart_248_raw,smart_250_normalized,smart_250_raw,smart_251_normalized,smart_251_raw,smart_252_normalized,smart_252_raw,smart_254_normalized,smart_254_raw,smart_255_normalized,smart_255_raw
2024-08-29,ZA14DQ2K,ST8000NM0055,8001563222016.0,1,sac0,0,1040,10,17.0,False,50.0,166653200.0,,,89.0,0.0,100.0,17.0,97.0,13064.0,94.0,2274189530.0,,,26.0,65234.0,100.0,0.0,,,100.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,55.0,45.0,100.0,15.0,100.0,0.0,69.0,31.0,91.0,19816.0,100.0,79.0,69.0,62021.0,31.0,31.0,82.0,166653200.0,,,100.0,8.0,100.0,8.0,200.0,225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,65122.0,100.0,113878255184.0,100.0,584825445154.0,,,,,,,,,,,,,,,,,,,,
2024-08-29,ZA16RYYV,ST8000NM0055,8001563222016.0,1,sac0,0,1041,12,11.0,False,80.0,97766752.0,,,89.0,0.0,100.0,17.0,100.0,0.0,90.0,1107258895.0,,,27.0,64251.0,100.0,0.0,,,100.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,75.0,25.0,81.0,38571.0,100.0,29.0,52.0,96152.0,25.0,25.0,80.0,97766752.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,64198.0,100.0,109443515384.0,100.0,555942942022.0,,,,,,,,,,,,,,,,,,,,
2024-08-29,ZA172C4G,ST8000NM0055,8001563222016.0,1,phx1,0,1053,6,56.0,False,58.0,18865408.0,,,89.0,0.0,100.0,17.0,100.0,560.0,81.0,132237412.0,,,29.0,62639.0,100.0,0.0,,,100.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,97.0,3.0,100.0,0.0,100.0,0.0,60.0,40.0,80.0,41520.0,100.0,186.0,86.0,28690.0,40.0,40.0,73.0,18865408.0,,,100.0,40.0,100.0,40.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,62547.0,100.0,115744484880.0,100.0,730868112518.0,,,,,,,,,,,,,,,,,,,,
2024-08-29,5PH8LNKD,HGST HUH721212ALE604,12000138625024.0,1,phx1,0,1060,8,,False,100.0,0.0,132.0,96.0,100.0,0.0,100.0,8.0,100.0,1.0,100.0,0.0,136.0,16.0,96.0,29370.0,100.0,0.0,,,100.0,8.0,,,,,,,,,,,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,969.0,100.0,969.0,222.0,27.0,,,100.0,1.0,100.0,1.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-29,5PH886ED,HGST HUH721212ALE604,12000138625024.0,1,phx1,0,1060,19,52.0,False,100.0,0.0,132.0,96.0,100.0,0.0,100.0,5.0,100.0,41.0,100.0,0.0,140.0,15.0,96.0,28078.0,100.0,0.0,,,100.0,4.0,,,,,,,,,,,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,1029.0,100.0,1029.0,181.0,33.0,,,100.0,41.0,100.0,45.0,100.0,58.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-29,ZHZ4S20P,ST12000NM0008,12000138625024.0,1,phx1,0,1064,4,21.0,False,62.0,217934466.0,,,90.0,0.0,100.0,19.0,100.0,12832.0,90.0,915627720.0,,,53.0,41762.0,100.0,0.0,,,100.0,17.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,240.0,100.0,8590065666.0,,,69.0,31.0,,,100.0,389.0,99.0,2148.0,31.0,31.0,1.0,217934466.0,,,94.0,3008.0,94.0,3008.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,41484.0,100.0,124296151144.0,100.0,689155500974.0,,,,,,,,,,,,,,,,,,,,
2024-08-29,ZHZ28Z0V,ST12000NM0008,12000138625024.0,1,phx1,0,1064,16,1.0,False,72.0,14323224.0,,,91.0,0.0,100.0,12.0,100.0,144.0,78.0,67323882.0,,,53.0,41754.0,100.0,0.0,,,100.0,11.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,30.0,100.0,4295163907.0,,,71.0,29.0,,,100.0,450.0,100.0,1899.0,29.0,29.0,3.0,14323224.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,41514.0,100.0,125047402560.0,100.0,785368455192.0,,,,,,,,,,,,,,,,,,,,
2024-08-29,ZHZ62PHA,ST12000NM0008,12000138625024.0,1,phx1,0,1068,18,42.0,False,69.0,230416328.0,,,90.0,0.0,100.0,27.0,100.0,3512.0,90.0,911932049.0,,,55.0,39565.0,100.0,0.0,,,100.0,27.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,42.0,100.0,196611.0,,,61.0,39.0,,,100.0,2.0,99.0,3379.0,39.0,39.0,2.0,230416328.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,38974.0,100.0,125465214504.0,100.0,760020890068.0,,,,,,,,,,,,,,,,,,,,
2024-08-29,ZLW18E0A,ST14000NM001G,14000519643136.0,1,phx1,0,1076,3,50.0,False,77.0,48394864.0,,,91.0,0.0,100.0,10.0,100.0,16.0,89.0,796088809.0,,,62.0,33879.0,100.0,0.0,,,100.0,8.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,72.0,100.0,0.0,,,64.0,36.0,,,100.0,3.0,99.0,2602.0,36.0,36.0,,,,,100.0,120.0,100.0,120.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,33078.0,100.0,145840968536.0,100.0,556600909110.0,,,,,,,,,,,,,,,,,,,,
2024-08-29,3070A0M3F97G,TOSHIBA MG07ACA14TA,14000519643136.0,1,sac0,0,1106,13,53.0,False,100.0,0.0,100.0,0.0,100.0,7914.0,100.0,11.0,100.0,0.0,100.0,0.0,100.0,0.0,24.0,30741.0,100.0,0.0,,,100.0,5.0,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,21.0,100.0,3.0,100.0,24.0,100.0,31.0,,,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,100.0,153092098.0,24.0,30402.0,100.0,0.0,100.0,0.0,,,100.0,583.0,,,,,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
